ID	adj.P.Val	P.Value	t	B	logFC	GI	Gene.symbol	Gene.title
ILMN_1700998	3.09e-01	2.04e-01	1.284531	-5.079293	0.2342205	588480512	SHANK2	SH3 and multiple ankyrin repeat domains 2
ILMN_2175020	2.54e-01	1.60e-01	1.42487	-5.080398	0.1981539	392306975	RPL32P3	ribosomal protein L32 pseudogene 3
ILMN_1700549	1.49e-01	8.25e-02	1.768828	-5.081283	0.1499034	154800458	ERLIN2	ER lipid raft associated 2
ILMN_1810334	1.21e-01	6.41e-02	-1.889407	-5.081815	-0.1412741	151101366	COMMD7	COMM domain containing 7
ILMN_2410421	1.97e-01	1.17e-01	-1.593176	-5.08272	-0.2491496	480306418	NBPF1	neuroblastoma breakpoint family member 1
ILMN_1821724	2.70e-01	1.72e-01	1.382958	-5.083017	0.2558613	27842903		
ILMN_2111739	1.54e-01	8.59e-02	-1.748811	-5.083188	-0.2520668	374532773	MAN2C1	mannosidase alpha class 2C member 1
ILMN_1669281	1.43e-01	7.84e-02	1.793453	-5.083567	0.1246615	109698600	CLN3	CLN3, battenin
ILMN_1673252	1.26e-01	6.75e-02	-1.865408	-5.083693	-0.1378443	100814397	AIMP2	aminoacyl tRNA synthetase complex interacting multifunctional protein 2
ILMN_1731193	3.63e-01	2.51e-01	-1.16087	-5.083851	-0.3590748	100913020	BCL2L12	BCL2 like 12
ILMN_1861651	3.82e-01	2.67e-01	1.121152	-5.084932	0.365794	16551535	MARCH6	membrane associated ring-CH-type finger 6
ILMN_2123119	1.37e-01	7.48e-02	-1.816235	-5.086293	-0.1588548	199560897	MFSD8	major facilitator superfamily domain containing 8
ILMN_1722292	2.08e-01	1.25e-01	1.558722	-5.08672	0.2343836	733213757	AVL9	AVL9 cell migration associated
ILMN_1736533	3.13e-01	2.08e-01	1.274401	-5.086964	0.2378374	92091573	RND2	Rho family GTPase 2
ILMN_1765044	1.27e-01	6.84e-02	-1.858662	-5.087121	-0.1231076	148596989	CUTC	cutC copper transporter
ILMN_1810274	2.15e-01	1.29e-01	-1.539507	-5.087934	-0.4504252	84570138	HOXB2	homeobox B2
ILMN_1787815	1.69e-01	9.67e-02	-1.68983	-5.088031	-0.2825287	668259454	TRIB3	tribbles pseudokinase 3
ILMN_1668312	2.04e-01	1.21e-01	1.573296	-5.088536	0.250612	47933388	SLC2A9	solute carrier family 2 member 9
ILMN_1781389	2.53e-01	1.59e-01	1.426551	-5.088571	0.2114129	733216082	PGLYRP4	peptidoglycan recognition protein 4
ILMN_1903858	2.70e-01	1.73e-01	1.38165	-5.089232	0.1989428	5234902		
ILMN_2294751	2.52e-01	1.58e-01	-1.43154	-5.089447	-0.3844434	546232095	ASCC3	activating signal cointegrator 1 complex subunit 3
ILMN_1682577	2.05e-01	1.22e-01	1.569383	-5.090689	0.2202316	356582443	FAM69A	family with sequence similarity 69 member A
ILMN_1760338	1.22e-01	6.50e-02	-1.882914	-5.09096	-0.1384403	NA		
ILMN_1884723	1.92e-01	1.13e-01	1.612452	-5.091132	0.1685729	15746942	LOC101929523	uncharacterized LOC101929523
ILMN_1782977	9.85e-02	5.01e-02	-2.003357	-5.091389	-0.0878521	1005261217	UBA52	ubiquitin A-52 residue ribosomal protein fusion product 1
ILMN_1679678	3.22e-01	2.16e-01	-1.252519	-5.092217	-0.2397904	NA		
ILMN_2312340	1.23e-01	6.53e-02	1.880603	-5.092811	0.2103553	618857467	LILRB2	leukocyte immunoglobulin like receptor B2
ILMN_2211739	2.43e-01	1.51e-01	-1.456694	-5.093016	-0.2530575	226371745	SLC15A2	solute carrier family 15 member 2
ILMN_1740523	2.37e-01	1.47e-01	-1.471686	-5.093319	-0.2485094	NA		
ILMN_2051381	1.82e-01	1.06e-01	-1.644471	-5.093574	-0.223912	223972650	ALDH16A1	aldehyde dehydrogenase 16 family member A1
ILMN_1654915	1.58e-01	8.89e-02	-1.732203	-5.093585	-0.3066527	NA		
ILMN_1675541	3.15e-01	2.10e-01	-1.268898	-5.09363	-0.3955257	83376128	EEF1B2	eukaryotic translation elongation factor 1 beta 2
ILMN_2283196	1.96e-01	1.16e-01	-1.598968	-5.094109	-0.1945396	313747441	ZSWIM3	zinc finger SWIM-type containing 3
ILMN_1771048	1.25e-01	6.66e-02	1.871711	-5.094304	0.1956688	NA		
ILMN_1737833	2.64e-01	1.68e-01	-1.396165	-5.094866	-0.2964329	55750052	ATN1	atrophin 1
ILMN_1658494	1.23e-01	6.56e-02	-1.878972	-5.094927	-0.2981865	132626810	RGCC	regulator of cell cycle
ILMN_1742903	3.63e-01	2.51e-01	-1.160879	-5.095587	-0.289009	NA		
ILMN_1715742	3.18e-01	2.13e-01	1.260877	-5.097362	0.3042391	23510409	SLC22A1	solute carrier family 22 member 1
ILMN_1766169	2.22e-01	1.35e-01	1.516236	-5.097369	0.4130749	296010898	BCAT1	branched chain amino acid transaminase 1
ILMN_2220184	2.70e-01	1.73e-01	-1.382005	-5.097481	-0.3447631	347659026	GFPT1	glutamine--fructose-6-phosphate transaminase 1
ILMN_1792353	2.22e-01	1.35e-01	-1.516259	-5.098468	-0.2177381	148612878	PHC3	polyhomeotic homolog 3
ILMN_1673586	1.86e-01	1.09e-01	1.62957	-5.098554	0.3369056	618857454	SLC6A6	solute carrier family 6 member 6
ILMN_1866840	3.86e-01	2.71e-01	-1.112053	-5.09885	-0.4381678	408421852		
ILMN_1719343	1.25e-01	6.66e-02	1.871871	-5.098959	0.1998263	264681557	WDR26	WD repeat domain 26
ILMN_1742467	3.22e-01	2.16e-01	1.251811	-5.100427	0.3191047	257743474	PTCHD4	patched domain containing 4
ILMN_1720889	1.48e-01	8.17e-02	-1.773263	-5.10114	-0.258777	345525411	MSMO1	methylsterol monooxygenase 1
ILMN_1874748	3.25e-01	2.19e-01	1.244552	-5.101715	0.2699868	51651419		
ILMN_1897682	3.15e-01	2.10e-01	1.26847	-5.101725	0.3254497	34475677		
ILMN_2398664	2.63e-01	1.68e-01	-1.398353	-5.10196	-0.2115892	378925639	RNF34	ring finger protein 34
ILMN_1767184	3.17e-01	2.11e-01	-1.264292	-5.102315	-0.2639449	NA		
ILMN_1691444	1.89e-01	1.11e-01	-1.621786	-5.102387	-0.22946	324120894	UHRF2	ubiquitin like with PHD and ring finger domains 2
ILMN_1767722	1.64e-01	9.34e-02	-1.707307	-5.102468	-0.1429585	300797512	AFTPH	aftiphilin
ILMN_1746025	2.46e-01	1.54e-01	-1.445675	-5.102569	-0.2700206	387849370	MINA	MYC induced nuclear antigen
ILMN_1760027	1.21e-01	6.40e-02	1.890451	-5.102625	0.1120921	187608471	WAS	Wiskott-Aldrich syndrome
ILMN_1683305	1.34e-01	7.30e-02	-1.82786	-5.102717	-0.1719388	302129647	COMMD2	COMM domain containing 2
ILMN_1752728	1.29e-01	6.97e-02	-1.849939	-5.103243	-0.1932052	260436873	FUCA1	fucosidase, alpha-L- 1, tissue
ILMN_1783636	1.24e-01	6.59e-02	1.876349	-5.103255	0.1118005	366393043	COX6A1	cytochrome c oxidase subunit 6A1
ILMN_1773337	3.50e-01	2.39e-01	1.190717	-5.103331	0.3335801	61676924	DKK1	dickkopf WNT signaling pathway inhibitor 1
ILMN_1792495	2.32e-01	1.42e-01	-1.488343	-5.10355	-0.272398	427918085	AHNAK	AHNAK nucleoprotein
ILMN_1738992	1.22e-01	6.52e-02	1.881702	-5.103945	0.2284531	4505226	MNDA	myeloid cell nuclear differentiation antigen
ILMN_1782748	1.92e-01	1.13e-01	1.611464	-5.104127	0.205491	33356147	FMNL1	formin like 1
ILMN_2285996	1.96e-01	1.15e-01	-1.599403	-5.10451	-0.371785	568599838	KIAA0101	KIAA0101
ILMN_1696532	1.43e-01	7.86e-02	1.792475	-5.104638	0.1121566	300796302	RBBP5	RB binding protein 5, histone lysine methyltransferase complex subunit
ILMN_1822408	3.27e-01	2.20e-01	-1.239664	-5.10537	-0.4404731	23670382		
ILMN_1891455	3.06e-01	2.02e-01	-1.291296	-5.105803	-0.2932353	NA		
ILMN_1758864	1.24e-01	6.61e-02	1.875121	-5.106281	0.3882359	571330769	VNN2	vanin 2
ILMN_1754547	2.24e-01	1.36e-01	-1.511331	-5.107625	-0.2129	544346292	R3HDM1	R3H domain containing 1
ILMN_1753026	2.78e-01	1.78e-01	1.362857	-5.1081	0.3032786	46877063	PLPPR1	phospholipid phosphatase related 1
ILMN_1795719	1.30e-01	6.99e-02	-1.848636	-5.108232	-0.2086537	182765449	RPA1	replication protein A1
ILMN_1777660	1.34e-01	7.30e-02	-1.827759	-5.108614	-0.1756008	574957158	RNF144A	ring finger protein 144A
ILMN_1676515	1.24e-01	6.62e-02	1.87407	-5.108618	0.157123	156616276	IMPDH1	inosine monophosphate dehydrogenase 1
ILMN_1692100	2.17e-01	1.31e-01	-1.531294	-5.109618	-0.2077632	109715826	ZNF35	zinc finger protein 35
ILMN_1694752	1.84e-01	1.07e-01	-1.639915	-5.109783	-0.1506011	NA		
ILMN_1805985	2.02e-01	1.20e-01	-1.5779	-5.110373	-0.2349009	188219548	SLF1	SMC5-SMC6 complex localization factor 1
ILMN_1727875	4.50e-01	3.29e-01	-0.984178	-5.110526	-0.4477188	151301153	MUC6	mucin 6, oligomeric mucus/gel-forming
ILMN_1724884	3.71e-01	2.58e-01	-1.143962	-5.110604	-0.3664875	294862274	SNORD22	small nucleolar RNA, C/D box 22
ILMN_1685630	2.48e-01	1.55e-01	1.442055	-5.110693	0.1998644	1043392475	SIGLEC6	sialic acid binding Ig like lectin 6
ILMN_1770031	1.76e-01	1.01e-01	-1.666832	-5.110807	-0.1993222	440918680	ABHD10	abhydrolase domain containing 10
ILMN_1777286	1.59e-01	8.98e-02	-1.726984	-5.110907	-0.3048445	NA		
ILMN_1736103	1.58e-01	8.89e-02	1.732074	-5.111164	0.1320942	815930065	ITPR2	inositol 1,4,5-trisphosphate receptor type 2
ILMN_1712530	2.78e-01	1.79e-01	-1.361884	-5.111212	-0.3308527	109637793	AKAP1	A-kinase anchoring protein 1
ILMN_1776267	3.09e-01	2.05e-01	-1.283262	-5.11129	-0.2612471	209571480	CLN6	ceroid-lipofuscinosis, neuronal 6, late infantile, variant
ILMN_2160124	3.57e-01	2.45e-01	-1.175055	-5.111455	-0.2564117	734703975	HAUS3	HAUS augmin like complex subunit 3
ILMN_1673181	3.32e-01	2.25e-01	-1.228146	-5.111898	-0.3980195	71480101	SNORD100	small nucleolar RNA, C/D box 100
ILMN_1677440	1.25e-01	6.69e-02	-1.869484	-5.112215	-0.1153588	15011917	ATP6AP2	ATPase H+ transporting accessory protein 2
ILMN_1701289	2.81e-01	1.81e-01	-1.354043	-5.1126	-0.2307519	223890248	LOC146880	Rho GTPase activating protein 27 pseudogene
ILMN_2408908	2.17e-01	1.31e-01	1.533214	-5.112712	0.3023901	319655770	MAP4K5	mitogen-activated protein kinase kinase kinase kinase 5
ILMN_1883298	2.56e-01	1.61e-01	-1.419613	-5.113471	-0.2823003	21754852		
ILMN_1889215	2.53e-01	1.59e-01	-1.427245	-5.113919	-0.2090972	11446368		
ILMN_1805765	2.71e-01	1.73e-01	1.380138	-5.114582	0.2796515	574957088	CMYA5	cardiomyopathy associated 5
ILMN_1651642	2.84e-01	1.84e-01	-1.345443	-5.115152	-0.3446355	746816011	GPC2	glypican 2
ILMN_1658080	1.49e-01	8.26e-02	-1.768331	-5.115191	-0.2978923	289577054	ZNF573	zinc finger protein 573
ILMN_1752559	2.04e-01	1.22e-01	1.571339	-5.115262	0.1669985	NA		
ILMN_1667047	3.64e-01	2.52e-01	-1.158536	-5.115944	-0.298291	667751394	TRPM7	transient receptor potential cation channel subfamily M member 7
ILMN_1713746	2.72e-01	1.74e-01	-1.378107	-5.115997	-0.2668323	166064005	SCAND2P	SCAN domain containing 2 pseudogene
ILMN_1746175	1.97e-01	1.17e-01	1.592721	-5.116079	0.3028362	662033900	TNFSF4	tumor necrosis factor superfamily member 4
ILMN_1738579	1.25e-01	6.69e-02	-1.86908	-5.116325	-0.1503059	319655737	VHL	von Hippel-Lindau tumor suppressor
ILMN_1733305	1.25e-01	6.72e-02	-1.867295	-5.116332	-0.1433142	977380191	EIF2A	eukaryotic translation initiation factor 2A
ILMN_2083593	1.51e-01	8.42e-02	1.758427	-5.116652	0.2591608	960513889	TTC32	tetratricopeptide repeat domain 32
ILMN_2385097	1.73e-01	9.95e-02	-1.675504	-5.116875	-0.1644755	335334956	NDRG3	NDRG family member 3
ILMN_1774161	2.27e-01	1.39e-01	1.50292	-5.117297	0.1569607	217035115	ARL15	ADP ribosylation factor like GTPase 15
ILMN_1765770	2.97e-01	1.94e-01	-1.314794	-5.117503	-0.3721909	964750473	SYCP2	synaptonemal complex protein 2
ILMN_1743256	3.77e-01	2.63e-01	-1.131027	-5.11777	-0.2599026	NA		
ILMN_1790909	1.25e-01	6.70e-02	1.868385	-5.118206	0.1461144	372620346	NFE2L2	nuclear factor, erythroid 2 like 2
ILMN_1743207	3.10e-01	2.05e-01	1.282023	-5.118619	0.3289354	NA		
ILMN_1677509	2.38e-01	1.48e-01	-1.468807	-5.118749	-0.2567698	291575151	PRR7	proline rich 7 (synaptic)
ILMN_1652381	2.88e-01	1.87e-01	1.336872	-5.119161	0.4942836	378744206	SIGLEC5	sialic acid binding Ig like lectin 5
ILMN_2081645	2.25e-01	1.37e-01	1.507833	-5.120624	0.1701149	222446610	RSPO2	R-spondin 2
ILMN_1795464	1.55e-01	8.69e-02	-1.743432	-5.120751	-0.2252234	393715055	LTA	lymphotoxin alpha
ILMN_1886604	3.24e-01	2.18e-01	1.247306	-5.121053	0.25211	27877447		
ILMN_1860084	3.05e-01	2.02e-01	1.292189	-5.121629	0.263873	6569467		
ILMN_2274355	3.43e-01	2.34e-01	1.20445	-5.122483	0.3226132	14270500	PCDHGB6	protocadherin gamma subfamily B, 6
ILMN_1848850	3.76e-01	2.63e-01	-1.131753	-5.122787	-0.2982474	11591422		
ILMN_1852166	3.38e-01	2.29e-01	1.215795	-5.1237	0.3583731	3214968		
ILMN_1697793	1.30e-01	7.04e-02	-1.845043	-5.123725	-0.1562025	157388992	SYNJ2BP	synaptojanin 2 binding protein
ILMN_1695851	1.26e-01	6.76e-02	-1.864836	-5.124509	-0.1227073	469663641	PARVG	parvin gamma
ILMN_1693428	1.75e-01	1.01e-01	1.668906	-5.125528	0.3354728	40807466	TNNC2	troponin C2, fast skeletal type
ILMN_1737283	3.25e-01	2.19e-01	-1.244244	-5.125998	-0.3418376	167555118	TMSB15B	thymosin beta 15B
ILMN_2205162	2.96e-01	1.94e-01	-1.315375	-5.126626	-0.2413944	1001624539	ZNF699	zinc finger protein 699
ILMN_2224486	1.62e-01	9.17e-02	1.716776	-5.126742	0.3107957	633257758	C3orf14	chromosome 3 open reading frame 14
ILMN_1796595	3.18e-01	2.12e-01	-1.261615	-5.127128	-0.2802069	170763485	C5orf22	chromosome 5 open reading frame 22
ILMN_1663437	2.29e-01	1.40e-01	1.496651	-5.127419	0.4427576	32129213	NECAB2	N-terminal EF-hand calcium binding protein 2
ILMN_1837428	1.27e-01	6.83e-02	1.859479	-5.127899	0.241355	4406612	RAB27B	RAB27B, member RAS oncogene family
ILMN_1749212	3.04e-01	2.00e-01	1.295834	-5.128371	0.2580437	241982736	TMEM189-UBE2V1	TMEM189-UBE2V1 readthrough
ILMN_1702946	2.31e-01	1.42e-01	-1.490649	-5.128913	-0.2459584	751868066	THUMPD1	THUMP domain containing 1
ILMN_1687609	2.37e-01	1.47e-01	1.471994	-5.128971	0.3624876	187937178	AATK	apoptosis associated tyrosine kinase
ILMN_2329927	1.84e-01	1.07e-01	1.638689	-5.129076	0.3173162	46592897	ABCG1	ATP binding cassette subfamily G member 1
ILMN_1866290	2.44e-01	1.52e-01	1.453936	-5.129229	0.2348894	15939282	LOC102467079	uncharacterized LOC102467079
ILMN_2087575	1.28e-01	6.87e-02	-1.856584	-5.129807	-0.1073761	126723059	ZC3H4	zinc finger CCCH-type containing 4
ILMN_1664602	1.86e-01	1.09e-01	-1.63017	-5.129968	-0.1859452	NA		
ILMN_1698231	1.77e-01	1.02e-01	1.662879	-5.130196	0.2334062	289177072	RRM2B	ribonucleotide reductase regulatory TP53 inducible subunit M2B
ILMN_1678170	1.27e-01	6.85e-02	1.858445	-5.131259	0.4019683	116256328	MME	membrane metallo-endopeptidase
ILMN_1674698	1.83e-01	1.07e-01	-1.640099	-5.131583	-0.1809931	364023815	AARS2	alanyl-tRNA synthetase 2, mitochondrial
ILMN_1785158	1.29e-01	6.96e-02	1.85066	-5.131965	0.1274057	188497631	HERPUD2	HERPUD family member 2
ILMN_1811121	1.72e-01	9.90e-02	1.678081	-5.132582	0.2042912	333440435	FAM199X	family with sequence similarity 199, X-linked
ILMN_1698047	3.44e-01	2.34e-01	1.20362	-5.13267	0.4188002	NA		
ILMN_2388585	1.72e-01	9.85e-02	-1.68049	-5.13356	-0.1524573	301500638	GOPC	golgi associated PDZ and coiled-coil motif containing
ILMN_2139816	2.76e-01	1.78e-01	-1.366013	-5.133583	-0.3709479	164519121	GPSM2	G-protein signaling modulator 2
ILMN_2192694	1.30e-01	7.03e-02	-1.845895	-5.133869	-0.2048313	808154188	EIF3M	eukaryotic translation initiation factor 3 subunit M
ILMN_1839052	2.86e-01	1.85e-01	1.342159	-5.134363	0.2187899	150456454	KCMF1	potassium channel modulatory factor 1
ILMN_1717420	1.62e-01	9.14e-02	1.717971	-5.134433	0.1434992	402169568	UBE2W	ubiquitin conjugating enzyme E2 W (putative)
ILMN_1735594	1.72e-01	9.86e-02	1.680072	-5.134663	0.2151287	84697024	CDC42SE2	CDC42 small effector 2
ILMN_1661664	1.71e-01	9.78e-02	-1.684211	-5.135458	-0.1465305	NA		
ILMN_2389347	1.68e-01	9.62e-02	-1.692654	-5.135983	-0.1662998	66528641	NR3C1	nuclear receptor subfamily 3 group C member 1
ILMN_2412172	1.62e-01	9.20e-02	1.714882	-5.136102	0.2222066	54873618	APOBEC3F	apolipoprotein B mRNA editing enzyme catalytic subunit 3F
ILMN_1809139	1.32e-01	7.14e-02	-1.838272	-5.136657	-0.1648136	262359928	AHCTF1	AT-hook containing transcription factor 1
ILMN_2346573	1.31e-01	7.09e-02	-1.841697	-5.136663	-0.1183141	388556513	PSME3	proteasome activator subunit 3
ILMN_1724230	1.29e-01	6.97e-02	-1.849833	-5.137769	-0.1609726	NA		
ILMN_2360291	1.30e-01	7.02e-02	1.846549	-5.137789	0.1455305	237649097	UGGT1	UDP-glucose glycoprotein glucosyltransferase 1
ILMN_1793916	3.77e-01	2.63e-01	1.131543	-5.137847	0.4047389	NA		
ILMN_1880406	1.23e-01	6.57e-02	1.878301	-5.138108	0.1604063	10437417	PTEN	phosphatase and tensin homolog
ILMN_1668065	1.62e-01	9.15e-02	1.717448	-5.138531	0.131523	203098442	ELMOD3	ELMO domain containing 3
ILMN_1654939	1.32e-01	7.14e-02	-1.838322	-5.138589	-0.135258	118200338	TMED2	transmembrane p24 trafficking protein 2
ILMN_1800612	1.28e-01	6.91e-02	-1.854357	-5.138716	-0.1232066	746816133	VBP1	VHL binding protein 1
ILMN_1697880	2.34e-01	1.44e-01	1.482404	-5.139234	0.2000076	340805821	PLD2	phospholipase D2
ILMN_1676411	2.68e-01	1.71e-01	-1.386752	-5.139337	-0.1963136	526253102	PMS2P2	PMS1 homolog 2, mismatch repair system component pseudogene 2
ILMN_1688452	1.68e-01	9.62e-02	-1.692611	-5.139718	-0.1670869	74048433	LCMT1	leucine carboxyl methyltransferase 1
ILMN_1681683	1.53e-01	8.51e-02	-1.753224	-5.140237	-0.3092226	NA		
ILMN_1852384	1.77e-01	1.02e-01	-1.662821	-5.141884	-0.1487418	16551677	ERC1	ELKS/RAB6-interacting/CAST family member 1
ILMN_1847434	3.68e-01	2.55e-01	-1.149973	-5.141969	-0.2976149	11546287		
ILMN_1654779	3.76e-01	2.62e-01	-1.134398	-5.142175	-0.3000351	NA		
ILMN_1758705	3.33e-01	2.26e-01	-1.225717	-5.142538	-0.2819224	42544240	IRX6	iroquois homeobox 6
ILMN_1793241	2.22e-01	1.35e-01	1.518696	-5.142995	0.214619	1024249346	SRD5A1	steroid 5 alpha-reductase 1
ILMN_1730464	3.29e-01	2.22e-01	-1.235084	-5.143093	-0.2902134	318983926	DNAL1	dynein axonemal light chain 1
ILMN_1655844	2.95e-01	1.93e-01	1.318066	-5.143302	0.2040724	319996596	TAF1A	TATA-box binding protein associated factor, RNA polymerase I subunit A
ILMN_1655612	1.44e-01	7.94e-02	-1.787343	-5.144102	-0.143662	18373304	ARRDC2	arrestin domain containing 2
ILMN_2331163	1.31e-01	7.06e-02	-1.843633	-5.144155	-0.1807538	57165422	CUL4A	cullin 4A
ILMN_1862684	3.51e-01	2.40e-01	-1.187519	-5.14475	-0.2693008	20406823		
ILMN_2132809	2.83e-01	1.82e-01	-1.350182	-5.146499	-0.4386538	815659690	ARHGEF10	Rho guanine nucleotide exchange factor 10
ILMN_1875380	3.10e-01	2.05e-01	-1.281878	-5.146859	-0.2817609	22914331		
ILMN_1899886	3.36e-01	2.28e-01	1.21964	-5.146915	0.2793262	13725347		
ILMN_1719471	1.56e-01	8.73e-02	1.740723	-5.147375	0.1956283	390517033	MSH3	mutS homolog 3
ILMN_2177460	2.33e-01	1.43e-01	-1.484125	-5.147478	-0.2656517	58374127	AQR	aquarius intron-binding spliceosomal factor
ILMN_1897911	3.75e-01	2.61e-01	1.135949	-5.147738	0.3858366	11597557		
ILMN_1854765	1.37e-01	7.46e-02	-1.817612	-5.147799	-0.2102541	34527565		
ILMN_1811378	4.02e-01	2.85e-01	1.080282	-5.148086	0.3585505	82546878	GTPBP1	GTP binding protein 1
ILMN_1661359	2.36e-01	1.46e-01	1.47533	-5.148108	0.2925102	283436086	CXorf65	chromosome X open reading frame 65
ILMN_1797964	1.38e-01	7.54e-02	-1.812273	-5.148374	-0.1685029	343966413	ARL6IP6	ADP ribosylation factor like GTPase 6 interacting protein 6
ILMN_1695829	1.94e-01	1.14e-01	-1.605883	-5.148763	-0.168963	53988384	TTYH2	tweety family member 2
ILMN_1810441	3.40e-01	2.31e-01	-1.2107	-5.14937	-0.3091375	351721355	TRIM3	tripartite motif containing 3
ILMN_1800634	1.30e-01	7.04e-02	1.845111	-5.1498	0.3141936	37675275	NME4	NME/NM23 nucleoside diphosphate kinase 4
ILMN_1690965	1.84e-01	1.07e-01	-1.639882	-5.151143	-0.1651105	289063428	DHX9	DEAH-box helicase 9
ILMN_2124951	1.34e-01	7.29e-02	-1.828749	-5.151927	-0.1108833	258645145	RBMX	RNA binding motif protein, X-linked
ILMN_1769779	2.14e-01	1.29e-01	-1.541342	-5.152789	-0.2995445	525507059	PTP4A3	protein tyrosine phosphatase type IVA, member 3
ILMN_2062468	1.45e-01	8.02e-02	1.782637	-5.152877	0.2649868	359465606	IGFBP7	insulin like growth factor binding protein 7
ILMN_1673980	3.90e-01	2.74e-01	1.104285	-5.153081	0.3707562	342349322	CCER2	coiled-coil glutamate rich protein 2
ILMN_1693620	2.63e-01	1.67e-01	-1.400549	-5.153637	-0.2591715	315709017	PGM3	phosphoglucomutase 3
ILMN_1740429	1.06e-01	5.47e-02	1.963162	-5.154873	0.0901057	56682960	FTL	ferritin light chain
ILMN_2395913	3.71e-01	2.58e-01	1.143384	-5.155603	0.3027924	40788017	ARHGAP11A	Rho GTPase activating protein 11A
ILMN_2408764	4.16e-01	2.97e-01	1.051874	-5.155605	0.3251591	15147327	CYP2A7	cytochrome P450 family 2 subfamily A member 7
ILMN_1723043	1.57e-01	8.84e-02	-1.734746	-5.156022	-0.2680764	84872083	NAPSB	napsin B aspartic peptidase, pseudogene
ILMN_1661593	1.39e-01	7.60e-02	-1.80834	-5.158021	-0.1594116	948284270	TVP23B	trans-golgi network vesicle protein 23 homolog B (S. cerevisiae)
ILMN_1694708	1.34e-01	7.31e-02	-1.827256	-5.158048	-0.2159854	NA		
ILMN_1753790	1.88e-01	1.10e-01	-1.623058	-5.158149	-0.1671745	952556265	ZPR1	ZPR1 zinc finger
ILMN_1654322	1.94e-01	1.14e-01	1.603825	-5.158191	0.2137241	1036292266	ATP1B3	ATPase Na+/K+ transporting subunit beta 3
ILMN_2413331	1.94e-01	1.14e-01	-1.605876	-5.158223	-0.7602036	156523275	TMEM107	transmembrane protein 107
ILMN_2312275	1.30e-01	7.03e-02	-1.846168	-5.158375	-0.1007291	226371616	SRP54	signal recognition particle 54
ILMN_1863979	3.63e-01	2.50e-01	1.162871	-5.159006	0.3606382	27788121		
ILMN_1768814	1.43e-01	7.84e-02	1.793648	-5.159006	0.1426357	109150406	KLHL6	kelch like family member 6
ILMN_2290776	2.63e-01	1.67e-01	-1.398902	-5.159008	-0.2269816	118421090	AGBL5	ATP/GTP binding protein like 5
ILMN_1772588	3.17e-01	2.12e-01	-1.264099	-5.159067	-0.3512947	221139882	CCDC170	coiled-coil domain containing 170
ILMN_1712587	2.77e-01	1.78e-01	1.363577	-5.159333	0.3048977	158634485	ARSB	arylsulfatase B
ILMN_1877250	3.57e-01	2.45e-01	-1.175685	-5.159354	-0.3022416	1210041		
ILMN_1779043	2.90e-01	1.89e-01	-1.331079	-5.160538	-0.509636	22027559	CACNG6	calcium voltage-gated channel auxiliary subunit gamma 6
ILMN_1805696	2.88e-01	1.87e-01	1.334873	-5.160887	0.200228	47132599	DFFA	DNA fragmentation factor subunit alpha
ILMN_1734543	1.31e-01	7.08e-02	1.842574	-5.161152	0.142762	940373636	PTPRE	protein tyrosine phosphatase, receptor type E
ILMN_1815035	2.58e-01	1.63e-01	1.412786	-5.161293	0.285265	121949816	DENND2C	DENN domain containing 2C
ILMN_2105254	2.53e-01	1.59e-01	1.428778	-5.162781	0.2077551	226246678	PTGR2	prostaglandin reductase 2
ILMN_1770822	2.97e-01	1.95e-01	-1.313	-5.163006	-0.2306116	56243494	RPS6KA3	ribosomal protein S6 kinase A3
ILMN_1655093	3.00e-01	1.97e-01	-1.305283	-5.163275	-0.2998316	NA		
ILMN_1657273	3.69e-01	2.56e-01	1.14833	-5.163515	0.3137101	NA		
ILMN_1720241	1.31e-01	7.08e-02	1.842628	-5.163931	0.1335508	545746401	TRIP12	thyroid hormone receptor interactor 12
ILMN_1709124	2.65e-01	1.69e-01	-1.394392	-5.163949	-0.3006872	229576807	ANO8	anoctamin 8
ILMN_1759622	3.58e-01	2.46e-01	1.17302	-5.164806	0.2779088	194733763	G3BP2	G3BP stress granule assembly factor 2
ILMN_1739450	1.43e-01	7.87e-02	1.791497	-5.165218	0.097277	189181670	NFE2L1	nuclear factor, erythroid 2 like 1
